"CL0668-1017-0-00","DF53-6P-0.6C","1","1","1","1","1","1","1","1"
"CL0752-2313-0-37","ZE05H-12DP-2V(37)","1","1","2","1","0","1","1","1"
"CL0775-0131-0-00","GT25H2A-8DP-2.2V","1","1","0","1","0","1","1","1"
"CL0752-2001-0-40","ZE05-2022SCF","1","1","1","1","1","1","1","1"
"CL0752-2203-0-40","ZE05-8DS-HU/R","1","1","1","1","2","1","1","1"
"CL0752-2204-0-40","ZE05-12DS-HU/R","1","1","1","1","0","1","1","1"
"CL0752-2207-0-40","ZE05-24DS-HU/R","1","1","1","0","0","1","1","1"
"CL0222-2643-5-51","TM2RD-F44-38CJ-160(51)","0","2","1","1","0","1","1","1"
"CL0222-4642-3-01","TM1RV-623P66-4S-50M(01)","0","0","1","1","0","1","1","1"
"CL0222-4680-2-01","TM2RD-F44-4S-170AM(01)","0","1","1","1","0","1","1","1"
"CL0251-0037-0-02","IX34GF-SMB-10S-CV(02)","1","1","1","1","0","1","1","1"
"CL0321-3464-3-29","H.FL-LP(A)-111-A-160","1","0","1","1","0","1","1","1"
"CL0321-5118-3-53","H.FL75-2LPG-084N4-A-145B","0","1","1","1","0","1","1","1"
"CL0321-5541-0-00","XFL-2LPV044Y2TSA104.62JGL","1","1","1","1","1","1","1","1"
"CL0321-5542-0-00","XFL-2LPV044Y1TSA96.85KGL","1","1","1","1","1","1","1","1"
"CL0321-5543-0-00","XFL-2LPV044Y4TSA64.04AGL","1","1","1","1","1","1","1","1"
"CL0321-5544-0-00","XFL-2LP9-044N2TSA41.7JCM","0","1","1","1","1","1","1","1"
"CL0321-5545-0-00","XFL-2LP9-044N2TSA133.7KCM","0","1","1","1","1","1","1","1"
"CL0321-5546-0-00","XFL-2LP9-044N2TSA136LCM","0","1","1","1","1","1","1","1"
"CL0321-5547-0-00","XFL-2LP9-044N2TSA179.2MCM","0","1","1","1","1","1","1","1"
"CL0321-5548-0-00","XFL-2LP9-044N1TSA189.7HCM","0","1","1","1","1","1","1","1"
"CL0321-5549-0-00","XFL-2LP9-044N1TSA48.7JCM","0","1","1","1","1","1","1","1"
"CL0321-5550-0-00","XFL-2LP9-044N4TSA192.2FCM","0","1","1","1","1","1","1","1"
"CL0321-5551-0-00","XFL-2LP9-044N4TS-A55.7E","0","1","1","1","1","1","1","1"
"CL0580-0341-0-42","FH29DJ-80S-0.2SHW(42)","1","1","1","1","1","1","1","1"
"CL0586-1863-0-79","FH28D-20(10)SB-1SH(79)","1","1","1","1","1","1","1","1"
"CL0717-5509-4-11","SW14-PC-1(11)","1","1","1","1","1","1","1","1"
"CL0717-5510-3-11","SW14-RC-1(11)","1","1","1","1","1","1","1","1"
"CL0752-2143-0-00","ZE05-16(3)DP-2H","1","1","1","1","0","1","1","1"
"CL0321-5461-0-02","XFL-LP9-04N1TV-A14-30E","0","1","1","1","1","1","1","1"
"CL0636-6001-0-11","IT14-688S-BGA-2.5H(11)","1","1","1","1","1","1","1","1"
"CL0668-1002-0-00","DF53-3S-0.6H","1","1","1","1","1","1","1","1"
